"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value","Flag and Footnotes"
"1998","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"1998","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"1998","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"1998","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"1998","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"1998","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"1998","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1998","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"1999","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"1999","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"1999","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"1999","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"1999","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"1999","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"1999","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":","z"
"1999","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"1999","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"1999","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"1999","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"1999","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"1999","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"1999","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"1999","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"1999","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"1999","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2000","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2000","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2000","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2000","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2000","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2000","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2000","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2000","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":","z"
"2000","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2000","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2000","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2000","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2000","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2000","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2000","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2000","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2000","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2000","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2000","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2001","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2001","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2001","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2001","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2001","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2001","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2001","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2001","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2001","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2001","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2001","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2001","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2001","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2002","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2002","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2002","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2002","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2002","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.0","p"
"2002","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2002","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2002","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2002","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2002","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2002","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2002","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2002","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2002","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2002","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2002","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2002","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2002","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2002","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2003","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2003","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2003","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2003","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2003","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2003","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2003","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2003","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2003","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2003","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.0","p"
"2003","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2003","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2003","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2003","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2003","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2003","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2003","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2003","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2003","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2003","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2003","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2003","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2003","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2","p"
"2003","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2004","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2004","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2004","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2004","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2004","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.0","p"
"2004","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2004","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2004","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2004","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2004","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2004","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2004","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2004","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2004","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2004","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2004","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2","p"
"2004","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2005","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2005","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2005","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2005","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2005","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2005","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.0","p"
"2005","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2005","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2005","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2005","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2005","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2005","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2005","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Poland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2005","Portugal","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Romania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2005","Sweden","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2005","Slovenia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2005","Slovakia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2","p"
"2005","United Kingdom","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2006","Austria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2006","Belgium","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2006","Bulgaria","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2006","Switzerland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2006","Cyprus","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2006","Czech Republic","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2006","Germany (until 1990 former territory of the FRG)","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2006","Denmark","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2006","Estonia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2006","Greece","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2006","Spain","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2006","Finland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2006","France","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.5",""
"2006","Croatia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.0","p"
"2006","Hungary","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.4",""
"2006","Ireland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2006","Iceland","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2006","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2006","Lithuania","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
"2006","Luxembourg","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.3",""
"2006","Latvia","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure",":",""
"2006","Malta","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.1",""
"2006","Netherlands","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.6",""
"2006","Norway","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2",""
